262	女子はどのくらいいますか	情報工学科は社会の変化に即応できる高度情報処理技術者を育成することを目的にしています。情報処理技術者は、コンピュータやその周辺の技術のみならず、人間としての豊かな教養を身につけなければなりません。そして、コンピュータで「できること」について深く洞察すると共に、「してはならないこと」についての見識をもつ必要があります。情報工学科では、単にコンピュータのためのプログラム技術を教えているのではありません。情報処理技術者として必要な基礎教科を重視し、創造性豊かな人材を育成する教育を行っています。	0
263	女子はいますか？	分度器です。理由は角度を測れるからです	0
264	E2反応ってなあに？	E2反応とは二分子求核置換反応のことで、その速度は二分子の濃度に比例します。求核試薬が背面攻撃をすることで反応が進行します	1
265	予備校に行く必要はありますか？	ないです。学校の授業で十分です。	1
266	高専生は頭がいいですか？	よくないです	1
267	Dess-Martin酸化はどんな反応ですか	Dess-Martinペルヨージナンを触媒に用いた酸化反応です	1
268	寮の外観は古いですが中も汚いですか？	そこまで汚くありません	1
269	専門科目は好きですか	ホモはいますか？	0
270	今日も暑いですね	そうですね	1
271	好きな教科はなんですか	Alexaは物理が好きです	1
272	教室にエアコンはありますか	あります	1
273	電磁波の伝搬速度は何ですか？	c	1
274	就職は有利ですか？	大変です	0
275	ニコニコ動画とYoutubeはどちらが優良ですか？	Youtube	1
276	高専って落ちこぼれでも資格が取れますか？	委員長になると嬉しいことはありますか	0
277	美味しいです	難しく感じる人もいますが、Alexaは簡単だと思いました	0
278	このチャットボットはどうやって作ってますか？	企業秘密です	1
279	友達はできますか	作ればできます	1
280	一年生に専門科目はありますか	情報工学科では一年生からプログラミングの授業があります	1
281	朝ダッシュとはなんですか？	ここです	0
282	楽しかった授業は何ですか？	エンジニアリングデザインでwebアプリを自作したことです	1
283	なぜマクスウェル方程式は対称でないのですか？	磁荷が存在しないからです。	1
284	学校の正式名称を教えてください	独立行政法人国立高等専門学校機構豊田工業高等専門学校、です	1
285	すきです。	おすすめのキーボードはなんですか？	0
286	西山公園です	電磁気学の概念を表す方程式のことです	0
287	洗礼とはなんですか？	洗礼とは、新入生が寮に入ったその夜に。。。	1
288	pythonです	pcは一年生から必要ですか？	0
289	就職は良い企業にいけますか？	有名企業に就職できます。	1
290	高専にはどんな施設がありますか	図書館、保健室、ものづくりセンターなどがあります	1
291	各種参考書、雑誌、専門書に加えて小説なども置いています	乗ってくる女の人の中で可愛い人を見つけることです	0
292	留年しても学校退学になりませんか？	はい、ですが同じ学年で二回留年すると自主退学を進められると聞いたことがあります。	1
293	定期試験は大変ですか？	できますが次の日死にます	0
294	高専で国語は使いますか	低学年では学びますが、高学年では学びません	1
295	しません。ただし、学科一位を取った人は留年をするというジンクスがあります。	僕は好きです	0
296	学校で動物は飼っていますか	猿が500人くらいいます	1
297	数学は難しいですか？	いいえ、一般高校の理数系と何ら変わりません。しかし、授業が進むのが早かったりはします。	1
298	入ってよかったと思いますか？	自分の頑張り次第です	0
299	寮生活は楽しいですか？	楽しいです	1
300	GPAはふつうどれぐらいですか？	寮生活で困ったことはありますか？	0
301	学生会があります	高専とはどんなところですか？	0
302	1000m\*5	学習環境は快適ですか	0
303	Yahooに入れますか？	想像よりも高いです	0
304	なんで情報工学科棟は隔離されているんですか？	基礎科目では専門科目を学ぶ上で必要な理数系及びコンピュータに関する科目として応用数学、情報処理などを、共通専門科目では応用的な専門科目を学習する上で基礎となる測量学、構造力学などを学びます。都市建設系科目では都市の計画及び建設技術に関する建設管理計画、都市計画などを、環境系科目としては環境問題及び環境保全技術に関する環境工学、環境アセスメントなどを学びます	0
305	好きなコマンドを教えてください。	sudoです。	1
306	プロコンは何をするんですか？	競技部門と課題部門に別れてものを作り評価を競います。	1
307	豊田高専で一番面白い人は誰ですか？	ヨーロッパ圏が多いです	0
308	四十程あれば安心ですが、学力なら当日点が重視されます	たのしいです	0
309	トイレにはウォシュレットがついていますか？	寮のトイレはついてないので冬は痔になります。	1
310	すきです。	映像授業はどんな感じですか？	0
311	生えています。先生が頑張って育てているんですよ	個人差があります。僕は50mが限界です（情報学科高専生の平均値）	0
312	3年まであります	はい、あまりにもないと感想文に”つまらない”とかかれることがあります。	0
313	寮でエアコンは使えますか？	使えます	1
314	寮祭はどんなお祭りですか	楽しいお祭りです	1
315	文化祭は楽しいですか	難しいです	1
316	高専から他高専への転校は可能ですか？	可能ですが、理由が必要ではあります	1
317	寮のご飯は美味しいですか	Alexaは美味しいと思います	1
318	“National Institute of Technology, Toyota College”の略称です。言えるとかっこよかったりします	高専がない県では低いですが、ある県でも低いです	0
319	ρ	います	0
320	高専で国語は使いますか	一番怖いものは何ですか？	0
321	この研究室では何をしてますか？	自然言語処理の研究をしています。	1
322	映像授業はどんな感じですか？	そこまで授業に集中できませんでした。	1
323	鬼滅の刃は好きですか？	読んだことない（Hunter×Hunter読もう）	1
324	部活は何がありますか	いろいろあります。詳しくはホームページをチェック！	1
325	他県からの学生はいますか	います	1
326	はい、前例があります	はい、ですが同じ学年で二回留年すると自主退学を進められると聞いたことがあります。	0
327	図書館の本は何がありますか？	普通の文学書から専門書まで幅ひろくあります	1
328	高専の知名度はどのくらいですか	高専がない県では低いですが、ある県でも低いです	1
329	宿題は多いですか？	寮に入れる基準は何ですか？	0
330	GPAとはなんですか？	高専では成績をA,B,C,F,Nという五段階評価でつけられます。Aから4,3,2,1,0と点数が振り分けられ全教科で平均化したものをGPAといいます。	1
331	Alexa,今日の天気は	寮にテレビはありますか	0
332	できます。	GPAとはなんですか？	0
333	単位を落としたことはありますか？	あります、しかし平均点２８点でもとれる単位も存在します	1
334	アルドール縮合って何ですか	カルボニルα置換反応の一つで、アルデヒドやケトンに対して起こる反応です	1
335	行く人は行きます	楽しいかもしれません	0
336	60点です。	勉強さえすれば単位を落とすことはありません	0
337	好きなコードは何ですか？	高専って落ちこぼれでも資格が取れますか？	0
338	このチャットボットを作るのは大変でしたか？	大変です。	1
339	部活動はありますか？	一年生に専門科目はありますか	0
340	悩みはありますか？	作ればできます	0
341	クラスの人数はどれくらいですか？	学科学年によりますが４０人くらいです	1
342	図書館に自分の欲しい本がないときに頼めたりしますか？	学科・部活動によりますが、情報科の場合は三年生から必要になります。	0
343	悩みはありますか？	肩こりです	1
344	はい、寒さで表面上に異常がみられれば毎日休めます	留年してしまうことはありますか？	0
345	校門の前に桜の木が沢山生えています	体育は何をしますか	0
346	寮に入ったときにイベントはありますか？	TOEICや各種資格が認定されます。詳しくはホームページを確認してください	0
347	電磁気は難しいですか？	高等専門学校という五年制の学校です	0
348	肩こりです	“National Institute of Technology, Toyota College”の略称です。言えるとかっこよかったりします	0
349	導出しましょう	専門科目は難しいですか？	0
350	魔剤はあります	お風呂は綺麗ですか	0
351	寮生活の一番の思い出はなんですか？	多人数でする自炊です。みんなで食べるご飯は美味しいです。（九割カレー）	1
352	モンゴル高専は実在しますか？	はい、ネタだと思って入学している人が多数ですが実在します。	1
353	寮祭は楽しいですか？	僕はあまり興味がありませんでした。（実行委員にならないと★１です）	1
354	模試の結果は気にする必要はありますか？	ないです。偏差値が低い模試は捨てましょう	1
355	体育はきついですか？	売店に薬はありますか	0
356	寮祭は楽しいですか？	各種参考書、雑誌、専門書に加えて小説なども置いています	0
357	好きな飲み物は何ですか	味噌	1
358	一番キライなSNSは何ですか？	楽しいです	0
359	好きなテキストエディタは何ですか？	vim	1
360	授業以外で単位を取得できたりしますか？	はい、外部単位という形で認められた資格を取ると取得できたりします。外部の大学の授業を取ることもできます。	1
361	いろいろあります。詳しくはホームページをチェック！	一般高校にマウントは取れますか？	0
362	高専に入る利点はありますか？	office365の利用と、学生証がぽんこつなので４，５年生でもカラオケにおいて、学割が効きます。	1
363	好きな文房具は何ですか	分度器です。理由は角度を測れるからです	1
364	他学科の人とつながりはありますか？	梅坪駅です	0
365	寮生活は強制ですか？	豊田高専で一番面白い人は誰ですか？	0
366	落ちます。勉強しましょう	高専生であるメリットはありますか	0
367	高専のための塾が存在するって本当ですか？	はい、実際にあるらしいです。	1
368	寮の近くに遊ぶ場所はありますか？	面白い人です	0
369	先生はまともですか？	前例はあります	0
370	いいえ、人によっては取らないほうが頭に入ることもあるので取らなくても大丈夫です。	行く人は行きます	0
371	プログラミングが出来るようになりますか？	ヨーロッパ圏が多いです	0
372	一番キライなSNSは何ですか？	この反応にはアシル化とアルキル化があり、ベンゼンなどの芳香族化合物に対して起こる反応です。AlCl3が触媒として使われます	0
373	在学中に好きになった英単語はありますか？	hypothesisです。	1
374	はい、外部単位という形で認められた資格を取ると取得できたりします。外部の大学の授業を取ることもできます。	電磁波の伝搬速度は何ですか？	0
375	すみません、いってないのでわかりません。	最初に同じ部屋になった人に鍵を閉められ、土日を無駄にしたことがあります。	0
376	近くにおいしい店はありますか？	マックがあります	1
377	専門科目は難しいですか？	Alexa,今日の天気は	0
378	なにかおすすめの参考書はありますか	編入数学徹底研究がおすすめです	1
379	今年のクリスマスは12月25日です	屋上に立ち入ることはできますか	0
380	います	非常に易しいです（）	0
381	ち、違います（メガネカチャ）	自然言語処理の研究をしています。	0
382	そうですね	好きな教科はなんですか	0
383	彼氏ならできるかもしれません	長いです	0
384	エレベーターはありますか？	あります	1
385	魔剤はあります	内申点は重要ですか？	0
386	ちゃんと話を聞いていれば不可能レベルな科目は一切ありません。	はい、実際にあるらしいです。	0
387	する人はします	導出しましょう	0
388	高専で英語が話せるようになりますか？	なりません	1
389	単位のために勉強するのをやめることです	一年生に専門科目はありますか	0
390	何分授業ですか？	90分授業です。先生によっては休憩を入れてくれます	1
391	おいでんバスは便利ですか	便利ではありません。免許を取りましょう	1
392	先生はどんな人ですか？	ブラック企業ってなんですか？	0
393	勉強を分かりやすく教えてくれるユーチューバーはいますか	ヨビノリを凝視しろ	1
394	ないです。偏差値が低い模試は捨てましょう	短いです	0
395	趣味の合う人はいますか	いると思います	1
396	楽しいです	位置と運動量が同時に確定することはあり得ないというものです	0
397	旧帝大に入ることはできますか？	できます。	1
398	ないです。偏差値が低い模試は捨てましょう	環化するだけです	0
399	シュレーディンガー方程式って何ですか？	量子の存在確率を表す方程式です	1
400	自動販売機の値段はどのくらいですか	モンスターが百八十円で売ってます	1
401	ロボコンは楽しいですか？	入りましょう	1
